latitude,longitude,color,year,country,sector
,,orange,2014,RoW Asia and Pacific,Petroleum Refinery
23.72,44.12,orange,2014,RoW Middle East,Extraction of crude petroleum
53.4956,3.932,orange,2014,Netherlands,Petroleum Refinery
,,orange,2014,Netherlands,Petroleum Refinery
4.0,-73.25,orange,2014,RoW America,Mining of copper
37.0156,101.832,orange,2014,China,Copper production
,,orange,2014,China,Copper production
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
-11.8244,-54.618,orange,2014,Brazil,Petroleum Refinery
,,orange,2014,Brazil,Petroleum Refinery
60.0,-106.0,orange,2014,Canada,Extraction of crude petroleum
39.6544,-100.198,orange,2014,USA,Extraction of natural gas
,,orange,2014,USA,Extraction of natural gas
23.72,44.12,orange,2014,RoW Middle East,Extraction of natural gas
37.1756,126.382,orange,2014,South Korea,Petroleum Refinery
,,orange,2014,South Korea,Petroleum Refinery
66.42,94.25,orange,2014,Russia,Extraction of crude petroleum
66.1756,25.382,orange,2014,Finland,Petroleum Refinery
,,orange,2014,Finland,Petroleum Refinery
66.42,94.25,orange,2014,Russia,Extraction of crude petroleum
25.1756,119.382,orange,2014,Taiwan,Petroleum Refinery
,,orange,2014,Taiwan,Petroleum Refinery
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
55.7756,-3.618,orange,2014,United Kingdom,Petroleum Refinery
,,orange,2014,United Kingdom,Petroleum Refinery
23.0,-102.0,orange,2014,Mexico,Extraction of crude petroleum
41.3756,-5.118,orange,2014,Spain,Petroleum Refinery
,,orange,2014,Spain,Petroleum Refinery
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
47.9756,6.612,orange,2014,Switzerland,Petroleum Refinery
,,orange,2014,Switzerland,Petroleum Refinery
14.0,101.0,orange,2014,RoW Asia and Pacific,Mining of copper
37.0156,101.832,orange,2014,China,Copper production
,,orange,2014,China,Copper production
-25.5,135.0,orange,2014,Australia,Mining of iron
25.1756,119.382,orange,2014,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,2014,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
60.0,-106.0,orange,2014,Canada,Extraction of crude petroleum
42.0056,-100.198,orange,2014,USA,Chemicals
,,orange,2014,USA,Chemicals
54.6,-2.0,orange,2014,United Kingdom,Extraction of crude petroleum
53.4956,3.932,orange,2014,Netherlands,Petroleum Refinery
,,orange,2014,Netherlands,Petroleum Refinery
65.0,11.0,orange,2014,Norway,Extraction of crude petroleum
53.4956,3.932,orange,2014,Netherlands,Petroleum Refinery
,,orange,2014,Netherlands,Petroleum Refinery
23.72,44.12,orange,2014,RoW Middle East,Mining of iron
37.0156,101.832,orange,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
4.0,-73.25,orange,2014,RoW America,Extraction of crude petroleum
39.6544,-100.198,orange,2014,USA,Extraction of natural gas
,,orange,2014,USA,Extraction of natural gas
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
41.3756,-5.118,orange,2014,Spain,Petroleum Refinery
,,orange,2014,Spain,Petroleum Refinery
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
43.6756,10.882,orange,2014,Italy,Petroleum Refinery
,,orange,2014,Italy,Petroleum Refinery
65.0,11.0,orange,2014,Norway,Extraction of natural gas
52.698,-1.382,orange,2014,United Kingdom,Production of electricity by gas
,,orange,2014,United Kingdom,Production of electricity by gas
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
24.8956,42.502,orange,2014,RoW Middle East,Petroleum Refinery
,,orange,2014,RoW Middle East,Petroleum Refinery
23.72,44.12,orange,2014,RoW Middle East,Extraction of crude petroleum
39.6544,-100.198,orange,2014,USA,Extraction of natural gas
,,orange,2014,USA,Extraction of natural gas
23.72,44.12,orange,2014,RoW Middle East,Extraction of crude petroleum
-27.8244,22.382,orange,2014,South Africa,Petroleum Refinery
,,orange,2014,South Africa,Petroleum Refinery
-25.5,135.0,orange,2014,Australia,Extraction of crude petroleum
37.0156,101.832,orange,2014,China,Petroleum Refinery
,,orange,2014,China,Petroleum Refinery
23.72,44.12,orange,2014,RoW Middle East,Extraction of crude petroleum
42.0056,-100.198,orange,2014,USA,Chemicals
,,orange,2014,USA,Chemicals
4.0,-73.25,orange,2014,RoW America,Extraction of crude petroleum
25.1756,119.382,orange,2014,Taiwan,Petroleum Refinery
,,orange,2014,Taiwan,Petroleum Refinery
4.0,-73.25,orange,2014,RoW America,Extraction of crude petroleum
42.0056,-100.198,orange,2014,USA,Chemicals
,,orange,2014,USA,Chemicals
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
36.1756,134.382,orange,2014,Japan,Petroleum Refinery
,,orange,2014,Japan,Petroleum Refinery
-25.5,135.0,orange,2014,Australia,"Mining of coal, lignite and peat"
33.098,136.618,orange,2014,Japan,Production of electricity by coal
,,orange,2014,Japan,Production of electricity by coal
65.0,11.0,orange,2014,Norway,Extraction of crude petroleum
52.1756,8.382,orange,2014,Germany,Petroleum Refinery
,,orange,2014,Germany,Petroleum Refinery
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
25.1756,119.382,orange,2014,Taiwan,Petroleum Refinery
,,orange,2014,Taiwan,Petroleum Refinery
65.0,11.0,orange,2014,Norway,Extraction of natural gas
55.7756,-3.618,orange,2014,United Kingdom,Manufacture of gas
,,orange,2014,United Kingdom,Manufacture of gas
-13.0,-53.0,orange,2014,Brazil,Mining of iron
25.1756,119.382,orange,2014,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,2014,Taiwan,"Manufacture of basic iron, steel and ferro-alloys"
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
52.1756,8.382,orange,2014,Germany,Petroleum Refinery
,,orange,2014,Germany,Petroleum Refinery
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
49.1756,12.382,orange,2014,Austria,Petroleum Refinery
,,orange,2014,Austria,Petroleum Refinery
66.42,94.25,orange,2014,Russia,Extraction of natural gas
40.598,13.118,orange,2014,Italy,Production of electricity by gas
,,orange,2014,Italy,Production of electricity by gas
14.0,101.0,orange,2014,RoW Asia and Pacific,Extraction of crude petroleum
37.1756,126.382,orange,2014,South Korea,Petroleum Refinery
,,orange,2014,South Korea,Petroleum Refinery
66.42,94.25,orange,2014,Russia,Extraction of crude petroleum
50.1756,18.382,orange,2014,Slovakia,Petroleum Refinery
,,orange,2014,Slovakia,Petroleum Refinery
66.42,94.25,orange,2014,Russia,Extraction of crude petroleum
61.6756,12.382,orange,2014,Sweden,Petroleum Refinery
,,orange,2014,Sweden,Petroleum Refinery
23.72,44.12,orange,2014,RoW Middle East,Extraction of natural gas
15.1756,99.382,orange,2014,RoW Asia and Pacific,Chemicals
,,orange,2014,RoW Asia and Pacific,Chemicals
-25.5,135.0,orange,2014,Australia,Mining of iron
36.1756,134.382,orange,2014,Japan,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,2014,Japan,"Manufacture of basic iron, steel and ferro-alloys"
-25.5,135.0,orange,2014,Australia,"Mining of coal, lignite and peat"
23.9756,78.382,orange,2014,India,"Manufacture of basic iron, steel and ferro-alloys"
,,orange,2014,India,"Manufacture of basic iron, steel and ferro-alloys"
-1.0,115.0,orange,2014,Indonesia,Extraction of crude petroleum
36.1756,134.382,orange,2014,Japan,Petroleum Refinery
,,orange,2014,Japan,Petroleum Refinery
14.0,101.0,orange,2014,RoW Asia and Pacific,"Mining of coal, lignite and peat"
37.0156,101.832,orange,2014,China,"Manufacture of cement, lime and plaster"
,,orange,2014,China,"Manufacture of cement, lime and plaster"
9.0,8.0,orange,2014,RoW Africa,Extraction of crude petroleum
53.4956,3.932,orange,2014,Netherlands,Petroleum Refinery
,,orange,2014,Netherlands,Petroleum Refinery
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
40.83,-98.58,red,2014,USA,Manufacture of motor vehicles
61.1756,-107.618,red,2014,Canada,Manufacture of motor vehicles
,,red,2014,Canada,Manufacture of motor vehicles
35.84,103.45,red,2014,China,Manufacture of office machinery and computers
15.1756,99.382,red,2014,RoW Asia and Pacific,Chemicals
,,red,2014,RoW Asia and Pacific,Chemicals
35.84,103.45,red,2014,China,Manufacture of communication equipment
37.1756,126.382,red,2014,South Korea,Manufacture of communication equipment
,,red,2014,South Korea,Manufacture of communication equipment
40.83,-98.58,red,2014,USA,Manufacture of motor vehicles
24.1756,-103.618,red,2014,Mexico,Manufacture of motor vehicles
,,red,2014,Mexico,Manufacture of motor vehicles
36.0,128.0,red,2014,South Korea,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of office machinery and computers
,,red,2014,China,Manufacture of office machinery and computers
36.0,128.0,red,2014,South Korea,Chemicals
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
35.84,103.45,red,2014,China,Tanning and dressing of leather
15.1756,99.382,red,2014,RoW Asia and Pacific,Chemicals
,,red,2014,RoW Asia and Pacific,Chemicals
23.0,-102.0,red,2014,Mexico,Manufacture of motor vehicles
42.0056,-100.198,red,2014,USA,Manufacture of motor vehicles
,,red,2014,USA,Manufacture of motor vehicles
60.0,-106.0,red,2014,Canada,Manufacture of motor vehicles
42.0056,-100.198,red,2014,USA,Manufacture of motor vehicles
,,red,2014,USA,Manufacture of motor vehicles
51.0,10.0,red,2014,Germany,Manufacture of motor vehicles
37.0156,101.832,red,2014,China,Manufacture of motor vehicles
,,red,2014,China,Manufacture of motor vehicles
35.0,136.0,red,2014,Japan,Chemicals
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
35.84,103.45,red,2014,China,Manufacture of electrical machinery
12.098,101.618,red,2014,RoW Asia and Pacific,Construction
,,red,2014,RoW Asia and Pacific,Construction
35.84,103.45,red,2014,China,Manufacture of communication equipment
36.1756,134.382,red,2014,Japan,Manufacture of communication equipment
,,red,2014,Japan,Manufacture of communication equipment
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
23.9756,78.382,red,2014,India,Chemicals
,,red,2014,India,Chemicals
40.83,-98.58,red,2014,USA,Manufacture of other transport equipment
37.0156,101.832,red,2014,China,Manufacture of other transport equipment
,,red,2014,China,Manufacture of other transport equipment
36.0,128.0,red,2014,South Korea,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
35.84,103.45,red,2014,China,Manufacture of office machinery and computers
12.098,101.618,red,2014,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
,,red,2014,RoW Asia and Pacific,"Retail trade, except of motor vehicles"
40.83,-98.58,red,2014,USA,Manufacture of communication equipment
24.1756,-103.618,red,2014,Mexico,Manufacture of communication equipment
,,red,2014,Mexico,Manufacture of communication equipment
23.72,44.12,red,2014,RoW Middle East,Chemicals
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
35.84,103.45,red,2014,China,Manufacture of communication equipment
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of office machinery and computers
,,red,2014,RoW Asia and Pacific,Manufacture of office machinery and computers
35.84,103.45,red,2014,China,Manufacture of textiles
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of textiles
,,red,2014,RoW Asia and Pacific,Manufacture of textiles
51.0,10.0,red,2014,Germany,Manufacture of other transport equipment
48.1756,0.382,red,2014,France,Manufacture of other transport equipment
,,red,2014,France,Manufacture of other transport equipment
40.83,-98.58,red,2014,USA,Chemicals
24.1756,-103.618,red,2014,Mexico,Chemicals
,,red,2014,Mexico,Chemicals
40.83,-98.58,red,2014,USA,Manufacture of machinery
58.098,-105.382,red,2014,Canada,Construction
,,red,2014,Canada,Construction
40.83,-98.58,red,2014,USA,Chemicals
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
35.0,136.0,red,2014,Japan,Manufacture of machinery
37.0156,101.832,red,2014,China,Manufacture of machinery
,,red,2014,China,Manufacture of machinery
35.0,136.0,red,2014,Japan,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of office machinery and computers
,,red,2014,China,Manufacture of office machinery and computers
40.83,-98.58,red,2014,USA,Petroleum Refinery
5.902,-72.632,red,2014,RoW America,Other land transport
,,red,2014,RoW America,Other land transport
51.0,10.0,red,2014,Germany,Manufacture of machinery
37.0156,101.832,red,2014,China,Manufacture of machinery
,,red,2014,China,Manufacture of machinery
51.0,10.0,red,2014,Germany,Manufacture of motor vehicles
42.0056,-100.198,red,2014,USA,Manufacture of motor vehicles
,,red,2014,USA,Manufacture of motor vehicles
14.0,101.0,red,2014,RoW Asia and Pacific,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of office machinery and computers
,,red,2014,China,Manufacture of office machinery and computers
35.84,103.45,red,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
15.1756,99.382,red,2014,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
,,red,2014,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
35.0,136.0,red,2014,Japan,Manufacture of motor vehicles
42.0056,-100.198,red,2014,USA,Manufacture of motor vehicles
,,red,2014,USA,Manufacture of motor vehicles
4.0,-73.25,red,2014,RoW America,Copper production
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
36.0,128.0,red,2014,South Korea,Plastics
37.0156,101.832,red,2014,China,Manufacture of rubber and plastic products
,,red,2014,China,Manufacture of rubber and plastic products
36.0,128.0,red,2014,South Korea,Manufacture of electrical machinery
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
37.1756,126.382,red,2014,South Korea,Chemicals
,,red,2014,South Korea,Chemicals
4.0,-73.25,red,2014,RoW America,Copper production
37.0156,101.832,red,2014,China,Copper production
,,red,2014,China,Copper production
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
36.1756,134.382,red,2014,Japan,Chemicals
,,red,2014,Japan,Chemicals
40.83,-98.58,red,2014,USA,Plastics
24.1756,-103.618,red,2014,Mexico,Manufacture of rubber and plastic products
,,red,2014,Mexico,Manufacture of rubber and plastic products
40.83,-98.58,red,2014,USA,Plastics
37.0156,101.832,red,2014,China,Manufacture of rubber and plastic products
,,red,2014,China,Manufacture of rubber and plastic products
35.84,103.45,red,2014,China,Manufacture of electrical machinery
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of electrical machinery
,,red,2014,RoW Asia and Pacific,Manufacture of electrical machinery
35.84,103.45,red,2014,China,Chemicals
23.9756,78.382,red,2014,India,Chemicals
,,red,2014,India,Chemicals
35.84,103.45,red,2014,China,Manufacture of textiles
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of wearing apparel
,,red,2014,RoW Asia and Pacific,Manufacture of wearing apparel
40.83,-98.58,red,2014,USA,Manufacture of motor vehicles
37.0156,101.832,red,2014,China,Manufacture of motor vehicles
,,red,2014,China,Manufacture of motor vehicles
35.0,136.0,red,2014,Japan,Manufacture of electrical machinery
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
40.83,-98.58,red,2014,USA,Manufacture of office machinery and computers
24.1756,-103.618,red,2014,Mexico,Manufacture of office machinery and computers
,,red,2014,Mexico,Manufacture of office machinery and computers
36.0,128.0,red,2014,South Korea,Manufacture of communication equipment
25.1756,119.382,red,2014,Taiwan,Manufacture of communication equipment
,,red,2014,Taiwan,Manufacture of communication equipment
51.0,10.0,red,2014,Germany,Manufacture of motor vehicles
55.7756,-3.618,red,2014,United Kingdom,Manufacture of motor vehicles
,,red,2014,United Kingdom,Manufacture of motor vehicles
35.84,103.45,red,2014,China,Manufacture of communication equipment
42.0056,-100.198,red,2014,USA,Manufacture of communication equipment
,,red,2014,USA,Manufacture of communication equipment
35.84,103.45,red,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
12.098,101.618,red,2014,RoW Asia and Pacific,Construction
,,red,2014,RoW Asia and Pacific,Construction
14.0,101.0,red,2014,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
-2.902,115.618,red,2014,Indonesia,Construction
,,red,2014,Indonesia,Construction
35.84,103.45,red,2014,China,Manufacture of communication equipment
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of communication equipment
,,red,2014,RoW Asia and Pacific,Manufacture of communication equipment
35.0,136.0,red,2014,Japan,Plastics
37.0156,101.832,red,2014,China,Manufacture of rubber and plastic products
,,red,2014,China,Manufacture of rubber and plastic products
35.84,103.45,red,2014,China,Manufacture of communication equipment
24.1756,-103.618,red,2014,Mexico,Manufacture of communication equipment
,,red,2014,Mexico,Manufacture of communication equipment
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
36.902,136.618,red,2014,Japan,Health and social work
,,red,2014,Japan,Health and social work
23.72,44.12,red,2014,RoW Middle East,Chemicals
23.9756,78.382,red,2014,India,Chemicals
,,red,2014,India,Chemicals
35.0,136.0,red,2014,Japan,Chemicals
37.1756,126.382,red,2014,South Korea,Chemicals
,,red,2014,South Korea,Chemicals
51.0,10.0,red,2014,Germany,Manufacture of electrical machinery
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
40.83,-98.58,red,2014,USA,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of office machinery and computers
,,red,2014,China,Manufacture of office machinery and computers
35.0,136.0,red,2014,Japan,Manufacture of motor vehicles
37.0156,101.832,red,2014,China,Manufacture of motor vehicles
,,red,2014,China,Manufacture of motor vehicles
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
25.1756,119.382,red,2014,Taiwan,Chemicals
,,red,2014,Taiwan,Chemicals
47.0,2.0,red,2014,France,Manufacture of motor vehicles
52.1756,8.382,red,2014,Germany,Manufacture of motor vehicles
,,red,2014,Germany,Manufacture of motor vehicles
35.84,103.45,red,2014,China,Manufacture of fabricated metal products
12.098,101.618,red,2014,RoW Asia and Pacific,Construction
,,red,2014,RoW Asia and Pacific,Construction
35.84,103.45,red,2014,China,Manufacture of communication equipment
42.732,-97.962,red,2014,USA,Post and telecommunications
,,red,2014,USA,Post and telecommunications
4.0,-73.25,red,2014,RoW America,Manufacture of motor vehicles
-11.8244,-54.618,red,2014,Brazil,Manufacture of motor vehicles
,,red,2014,Brazil,Manufacture of motor vehicles
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
37.0156,101.832,red,2014,China,Manufacture of textiles
,,red,2014,China,Manufacture of textiles
35.84,103.45,red,2014,China,Plastics
15.1756,99.382,red,2014,RoW Asia and Pacific,Manufacture of rubber and plastic products
,,red,2014,RoW Asia and Pacific,Manufacture of rubber and plastic products
35.0,136.0,red,2014,Japan,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
22.8,80.0,red,2014,India,Petroleum Refinery
22.5444,42.502,red,2014,RoW Middle East,Extraction of crude petroleum
,,red,2014,RoW Middle East,Extraction of crude petroleum
35.0,136.0,red,2014,Japan,Manufacture of medical and precision instruments
37.0156,101.832,red,2014,China,Manufacture of medical and precision instruments
,,red,2014,China,Manufacture of medical and precision instruments
51.0,10.0,red,2014,Germany,Manufacture of motor vehicles
37.1756,126.382,red,2014,South Korea,Manufacture of motor vehicles
,,red,2014,South Korea,Manufacture of motor vehicles
14.0,101.0,red,2014,RoW Asia and Pacific,Manufacture of communication equipment
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
35.84,103.45,red,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
37.1756,126.382,red,2014,South Korea,"Manufacture of basic iron, steel and ferro-alloys"
,,red,2014,South Korea,"Manufacture of basic iron, steel and ferro-alloys"
40.83,-98.58,red,2014,USA,Manufacture of rubber and plastic products
24.1756,-103.618,red,2014,Mexico,Manufacture of motor vehicles
,,red,2014,Mexico,Manufacture of motor vehicles
36.0,128.0,red,2014,South Korea,Petroleum Refinery
15.902,101.618,red,2014,RoW Asia and Pacific,Air transport
,,red,2014,RoW Asia and Pacific,Air transport
51.0,10.0,red,2014,Germany,Manufacture of motor vehicles
41.3756,-5.118,red,2014,Spain,Manufacture of motor vehicles
,,red,2014,Spain,Manufacture of motor vehicles
40.2,-3.5,red,2014,Spain,Manufacture of motor vehicles
52.1756,8.382,red,2014,Germany,Manufacture of motor vehicles
,,red,2014,Germany,Manufacture of motor vehicles
35.84,103.45,red,2014,China,Manufacture of electrical machinery
38.928,-97.962,red,2014,USA,Construction
,,red,2014,USA,Construction
36.0,128.0,red,2014,South Korea,Petroleum Refinery
15.902,101.618,red,2014,RoW Asia and Pacific,Other land transport
,,red,2014,RoW Asia and Pacific,Other land transport
14.0,101.0,red,2014,RoW Asia and Pacific,Manufacture of communication equipment
37.1756,126.382,red,2014,South Korea,Manufacture of communication equipment
,,red,2014,South Korea,Manufacture of communication equipment
35.84,103.45,red,2014,China,Manufacture of machinery
36.1756,134.382,red,2014,Japan,Manufacture of machinery
,,red,2014,Japan,Manufacture of machinery
14.0,101.0,red,2014,RoW Asia and Pacific,Chemicals
42.0056,-100.198,red,2014,USA,Chemicals
,,red,2014,USA,Chemicals
35.84,103.45,red,2014,China,Manufacture of office machinery and computers
42.0056,-100.198,red,2014,USA,Manufacture of office machinery and computers
,,red,2014,USA,Manufacture of office machinery and computers
40.83,-98.58,red,2014,USA,Manufacture of machinery
37.0156,101.832,red,2014,China,Manufacture of machinery
,,red,2014,China,Manufacture of machinery
14.0,101.0,red,2014,RoW Asia and Pacific,Manufacture of motor vehicles
0.1756,113.382,red,2014,Indonesia,Manufacture of motor vehicles
,,red,2014,Indonesia,Manufacture of motor vehicles
40.83,-98.58,red,2014,USA,Manufacture of motor vehicles
24.902,-101.382,red,2014,Mexico,Other land transport
,,red,2014,Mexico,Other land transport
36.0,128.0,red,2014,South Korea,Manufacture of medical and precision instruments
37.0156,101.832,red,2014,China,Manufacture of medical and precision instruments
,,red,2014,China,Manufacture of medical and precision instruments
40.83,-98.58,red,2014,USA,Chemicals
61.1756,-107.618,red,2014,Canada,Chemicals
,,red,2014,Canada,Chemicals
36.0,128.0,red,2014,South Korea,Manufacture of machinery
37.0156,101.832,red,2014,China,Manufacture of machinery
,,red,2014,China,Manufacture of machinery
36.0,128.0,red,2014,South Korea,Petroleum Refinery
35.84,105.45,red,2014,China,Cultivation of paddy rice
,,red,2014,China,Cultivation of paddy rice
47.0,2.0,red,2014,France,Manufacture of other transport equipment
52.1756,8.382,red,2014,Germany,Manufacture of other transport equipment
,,red,2014,Germany,Manufacture of other transport equipment
23.72,44.12,red,2014,RoW Middle East,Petroleum Refinery
37.0156,101.832,red,2014,China,Chemicals
,,red,2014,China,Chemicals
47.0,2.0,red,2014,France,Manufacture of other transport equipment
37.0156,101.832,red,2014,China,Manufacture of other transport equipment
,,red,2014,China,Manufacture of other transport equipment
35.84,103.45,red,2014,China,"Manufacture of basic iron, steel and ferro-alloys"
21.818,44.738,red,2014,RoW Middle East,Construction
,,red,2014,RoW Middle East,Construction
14.0,101.0,red,2014,RoW Asia and Pacific,Manufacture of electrical machinery
37.0156,101.832,red,2014,China,Manufacture of electrical machinery
,,red,2014,China,Manufacture of electrical machinery
35.84,103.45,red,2014,China,Chemicals
37.1756,126.382,red,2014,South Korea,Chemicals
,,red,2014,South Korea,Chemicals
35.84,103.45,red,2014,China,Manufacture of communication equipment
42.0056,-100.198,red,2014,USA,Manufacture of motor vehicles
,,red,2014,USA,Manufacture of motor vehicles
35.0,136.0,red,2014,Japan,"Manufacture of basic iron, steel and ferro-alloys"
15.1756,99.382,red,2014,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
,,red,2014,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys"
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Other business activities
,,cyan,2014,China,Other business activities
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Public administration and defence; social security
,,cyan,2014,China,Public administration and defence; social security
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
33.938,104.068,cyan,2014,China,Construction
,,cyan,2014,China,Construction
40.2,-3.5,cyan,2014,Spain,Hotels and restaurants
42.732,-97.962,cyan,2014,USA,Public administration and defence; social security
,,cyan,2014,USA,Public administration and defence; social security
47.0,2.0,cyan,2014,France,Hotels and restaurants
42.732,-97.962,cyan,2014,USA,Public administration and defence; social security
,,cyan,2014,USA,Public administration and defence; social security
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Financial intermediation
,,cyan,2014,China,Financial intermediation
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Real estate activities
,,cyan,2014,China,Real estate activities
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Education
,,cyan,2014,China,Education
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.0156,101.832,cyan,2014,China,Chemicals
,,cyan,2014,China,Chemicals
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
48.902,2.618,cyan,2014,France,Other business activities
,,cyan,2014,France,Other business activities
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Insurance and pension funding
,,cyan,2014,China,Insurance and pension funding
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Activities of membership organisation
,,cyan,2014,China,Activities of membership organisation
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.0156,101.832,cyan,2014,China,Manufacture of machinery
,,cyan,2014,China,Manufacture of machinery
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
48.902,2.618,cyan,2014,France,Public administration and defence; social security
,,cyan,2014,France,Public administration and defence; social security
35.84,103.45,cyan,2014,China,Hotels and restaurants
42.732,-97.962,cyan,2014,USA,Public administration and defence; social security
,,cyan,2014,USA,Public administration and defence; social security
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
49.098,10.618,cyan,2014,Germany,Construction
,,cyan,2014,Germany,Construction
14.0,101.0,cyan,2014,RoW Asia and Pacific,Transport via railways
45.098,2.618,cyan,2014,France,Transport via railways
,,cyan,2014,France,Transport via railways
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.0156,101.832,cyan,2014,China,Manufacture of fabricated metal products
,,cyan,2014,China,Manufacture of fabricated metal products
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Activities auxiliary to financial intermediation
,,cyan,2014,China,Activities auxiliary to financial intermediation
47.0,2.0,cyan,2014,France,Hotels and restaurants
37.742,104.068,cyan,2014,China,Other business activities
,,cyan,2014,China,Other business activities
40.2,-3.5,cyan,2014,Spain,Hotels and restaurants
37.742,104.068,cyan,2014,China,Other business activities
,,cyan,2014,China,Other business activities
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
48.902,2.618,cyan,2014,France,Health and social work
,,cyan,2014,France,Health and social work
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
37.742,104.068,cyan,2014,China,Health and social work
,,cyan,2014,China,Health and social work
42.5,12.5,cyan,2014,Italy,Hotels and restaurants
42.732,-97.962,cyan,2014,USA,Public administration and defence; social security
,,cyan,2014,USA,Public administration and defence; social security
40.83,-98.58,cyan,2014,USA,Hotels and restaurants
52.902,10.618,cyan,2014,Germany,Air transport
,,cyan,2014,Germany,Air transport
